family_id,verdict,reason
gsm_train_01032,REJECT,"语法病句:专有名词被复数化""an unspecified number of Rhodes Island Reds"",与后文Rhode Island Reds不一致"
gsm_train_00859,PASS,
gsm_train_06029,PASS,
gsm_train_02322,REJECT,"可反推:16场赛季减最后2场=前14场,1步恢复被删值;且""in the first an unspecified number of games""语法生硬"
gsm_train_03763,PASS,
gsm_train_05416,PASS,
gsm_train_01334,PASS,
gsm_train_05774,PASS,
gsm_train_04395,REJECT,"语法病句:""Xavier will an unspecified number of years old""缺be,替换句本身不通"
gsm_train_04782,PASS,
gsm_train_05984,PASS,
gsm_train_00268,PASS,
gsm_train_06543,PASS,
gsm_train_02752,REJECT,"另一合理解读绕过:问""How much is left of the annual budget""可按百分比作答100%-15%-24%=61%,无需被删金额"
gsm_train_06792,PASS,
gsm_train_03501,PASS,
gsm_train_05052,REJECT,"语法病句:""reviews all an unspecified number of questions""(all+an冠词冲突)"
gsm_train_05179,PASS,
gsm_train_00412,PASS,
gsm_train_07299,PASS,
gsm_train_03538,PASS,
gsm_train_03266,PASS,
gsm_train_01524,PASS,
gsm_train_07286,PASS,
gsm_train_06979,PASS,
gsm_train_01763,PASS,
gsm_train_02391,PASS,
gsm_train_01165,PASS,
gsm_train_05665,PASS,
gsm_train_05429,PASS,
gsm_train_03024,PASS,
gsm_train_02062,PASS,
gsm_train_00331,PASS,
gsm_train_02077,PASS,
gsm_train_06776,REJECT,"语法病句:定语价格替换产生""a new an unspecified amount car"""
gsm_train_05107,PASS,
gsm_train_01048,PASS,
gsm_train_03759,REJECT,"语法病句:动词被当名词捕获""an unspecified number of contains only cider"""
gsm_train_05915,PASS,
gsm_train_03685,PASS,
gsm_train_02764,PASS,
gsm_train_07192,PASS,
gsm_train_05614,PASS,
gsm_train_07292,PASS,
gsm_train_03123,PASS,
gsm_train_05737,PASS,
gsm_train_01261,REJECT,"语法病句:""an unspecified number of angels food cakes"",修饰语被复数化(angel→angels)"
gsm_train_06805,PASS,
gsm_train_05690,REJECT,"语法病句:""an unspecified number of identicals candy bars"",形容词被复数化(identical→identicals)"
gsm_train_07003,PASS,
gsm_train_01907,PASS,
gsm_train_06827,PASS,
gsm_train_05793,PASS,
gsm_train_01332,PASS,
gsm_train_02890,PASS,
gsm_train_04235,PASS,
gsm_train_00810,PASS,
gsm_train_00457,PASS,
gsm_train_03127,PASS,
gsm_train_06912,PASS,
gsm_train_06466,PASS,
gsm_train_06270,PASS,
gsm_train_02610,PASS,
gsm_train_04961,PASS,
gsm_train_04997,PASS,
gsm_train_03787,PASS,
gsm_train_02008,PASS,
gsm_train_00370,PASS,
gsm_train_02946,PASS,
gsm_train_02586,PASS,
gsm_train_00161,REJECT,"病句:""totals an unspecified amount million"",替换吞掉$32留下million残渣"
gsm_train_03839,PASS,
gsm_train_05778,PASS,
gsm_train_06748,REJECT,"语法残渣:""whiskers. how many""句号+句首小写"
gsm_train_02061,REJECT,"病句:""an unspecified number of ms"",单位m被复数化为ms不自然"
gsm_train_05653,PASS,
gsm_train_06527,PASS,
gsm_train_06483,PASS,
gsm_train_07142,PASS,
gsm_train_04636,PASS,
gsm_train_03382,PASS,
gsm_train_01059,PASS,
gsm_train_01474,REJECT,"被删值10=(8+12)/2两步可恢复,恰为其余两周的均值且题目本身问average"
gsm_train_06611,PASS,
gsm_train_00592,REJECT,被删值5=(30-20)/2两步可恢复(2来自题面two trips)
gsm_train_04160,PASS,
gsm_train_07329,PASS,
gsm_train_02295,PASS,
gsm_train_02968,REJECT,"可绕过:比率抵消,Jon月薪未知答案仍=3/(3/4)=4个月,被删变量与最终答案无关"
gsm_train_06738,PASS,
gsm_train_02383,PASS,
gsm_train_06476,PASS,
gsm_train_06286,PASS,
gsm_train_04074,PASS,
gsm_train_05036,PASS,
gsm_train_00244,PASS,
gsm_train_02051,PASS,
gsm_train_02162,PASS,
gsm_train_07067,PASS,
gsm_train_05440,PASS,
gsm_train_05790,PASS,
gsm_train_01300,PASS,
gsm_train_06809,PASS,
gsm_train_00713,PASS,
gsm_train_00670,PASS,
gsm_train_03869,PASS,
gsm_train_03974,PASS,
gsm_train_00434,PASS,
gsm_train_01631,PASS,
gsm_train_07369,PASS,
gsm_train_04306,PASS,
gsm_train_05590,PASS,
gsm_train_03428,PASS,
gsm_train_05852,PASS,
gsm_train_00971,PASS,
gsm_train_06002,PASS,
gsm_train_03555,PASS,
gsm_train_06266,PASS,
gsm_train_06516,PASS,
gsm_train_07058,REJECT,"病句:""her an unspecified number of brothers""双限定词残渣"
gsm_train_03596,PASS,
gsm_train_06185,PASS,
gsm_train_06689,PASS,
gsm_train_06848,PASS,
gsm_train_05698,PASS,
gsm_train_07416,REJECT,"世界知识可绕过:三明治常识默认2片面包(原题特意用3),删除后仍可按常识作答"
gsm_train_05842,PASS,
gsm_train_00151,PASS,
gsm_train_05744,PASS,
gsm_train_01254,PASS,
gsm_train_00776,PASS,
gsm_train_01372,PASS,
gsm_train_00979,PASS,
gsm_train_00857,REJECT,被删值6=4+2一步可恢复(4本硬皮书+two times)
gsm_train_06078,REJECT,被删值25=500/10/2两步可恢复(500页/第四天10页/twice)
gsm_train_04883,PASS,
gsm_train_00413,PASS,
gsm_train_00770,PASS,
gsm_train_04392,PASS,
gsm_train_06178,PASS,
gsm_train_07165,PASS,
gsm_train_06626,PASS,
gsm_train_06633,PASS,
gsm_train_07421,PASS,
gsm_train_06783,PASS,
gsm_train_07320,PASS,
gsm_train_00586,PASS,
gsm_train_06619,PASS,
gsm_train_06703,PASS,
gsm_train_05129,PASS,
gsm_train_03792,PASS,
gsm_train_03547,PASS,
gsm_train_03374,PASS,
gsm_train_01183,PASS,
gsm_train_01633,PASS,
gsm_train_05056,PASS,
gsm_train_06211,PASS,
gsm_train_07232,PASS,
gsm_train_00827,PASS,
gsm_train_03462,PASS,
gsm_train_02540,PASS,
gsm_train_00252,PASS,
gsm_train_04640,PASS,
gsm_train_06101,PASS,
gsm_train_01006,REJECT,"病句:""When Jayson is an unspecified number of his dad is four times his age""替换span错误致句子破碎"
gsm_train_01135,PASS,
gsm_train_02361,PASS,
gsm_train_02874,PASS,
gsm_train_05034,PASS,
gsm_train_05699,PASS,
gsm_train_04090,REJECT,"病句:""an unspecified number of chocolates cookies""名词残渣"
gsm_train_03750,PASS,
gsm_train_04421,PASS,
gsm_train_01644,REJECT,"病句:""for the past an unspecified number of years""双限定词the+an"
gsm_train_06385,PASS,
gsm_train_03343,PASS,
gsm_train_06686,PASS,
gsm_train_04410,PASS,
gsm_train_01678,PASS,
gsm_train_00112,PASS,
gsm_train_06434,PASS,
gsm_train_04659,PASS,
gsm_train_03765,REJECT,"替换吞掉限定词small,后文""than small glasses""失去先行词,句子语义残缺"
gsm_train_06981,PASS,
gsm_train_01096,PASS,
gsm_train_01721,PASS,
gsm_train_05502,PASS,
gsm_train_01896,PASS,
gsm_train_01910,PASS,
gsm_train_03350,PASS,
gsm_train_02661,PASS,
gsm_train_02357,PASS,
gsm_train_05005,PASS,
gsm_train_02782,PASS,
gsm_train_00236,PASS,
gsm_train_05114,REJECT,"复合名词被拆裂:""chocolates bunnies""病句(修饰语chocolate被复数化)"
gsm_train_02081,PASS,
gsm_train_06170,PASS,
gsm_train_00337,PASS,
gsm_train_03353,PASS,
gsm_train_06569,PASS,
gsm_train_07091,PASS,
gsm_train_05028,PASS,
gsm_train_05507,PASS,
gsm_train_04454,REJECT,被删值30=20+12-2两步可恢复(题面20、12、two of those walls)
gsm_train_01025,PASS,
gsm_train_01574,PASS,
gsm_train_03758,PASS,
gsm_train_00156,PASS,
gsm_train_03571,PASS,
gsm_train_06658,PASS,
gsm_train_06694,REJECT,"被删金额可约去:再工作天数=X/(X/10)=10,与金额无关,最终问题仍可解"
gsm_train_00609,PASS,
gsm_train_04567,PASS,
gsm_train_05413,REJECT,"复合名词被拆裂:""sugars snap peas""病句(修饰语sugar被复数化)"
gsm_train_01687,PASS,
gsm_train_03926,PASS,
gsm_train_04607,PASS,
gsm_train_02923,REJECT,被删值10=4+6一步可恢复(four books、six books)
gsm_train_05242,REJECT,"病句""stuffeds animals""(形容词stuffed被复数化)"
gsm_train_00035,PASS,
gsm_train_03457,PASS,
gsm_train_05043,PASS,
gsm_train_04810,REJECT,"病句""equals monthly payments"";且一年12个月为世界知识,被删值可恢复"
gsm_train_04542,PASS,
gsm_train_05279,PASS,
gsm_train_02556,PASS,
gsm_train_04457,REJECT,被删值5=dozen(12)/4+2两步可恢复(a dozen、4 bags、2 pounds)
gsm_train_06941,PASS,
gsm_train_03477,PASS,
gsm_train_02438,PASS,
gsm_train_05576,PASS,
gsm_train_02262,PASS,
gsm_train_00219,PASS,
gsm_train_01512,PASS,
gsm_train_07408,REJECT,"分数1/2内的2被替换,残留""1/an unspecified number of inches""病句"
gsm_train_01989,PASS,
gsm_train_05354,PASS,
gsm_train_00260,PASS,
gsm_train_02078,PASS,
gsm_train_02596,PASS,
gsm_train_03387,REJECT,被删值250=750/3一步可恢复(750 milliliters、three bottles)
gsm_train_06837,PASS,
gsm_train_01612,PASS,
gsm_train_00797,PASS,
gsm_train_05514,PASS,
gsm_train_02573,REJECT,"修饰语被复数化""maths questions"",与后文math problems不一致,病句类"
gsm_train_00539,PASS,
gsm_train_01665,PASS,
gsm_train_02462,PASS,
gsm_train_01259,PASS,
gsm_train_04960,PASS,
gsm_train_01782,PASS,
gsm_train_04497,PASS,
gsm_train_04068,PASS,
gsm_train_02442,PASS,
gsm_train_00704,PASS,
gsm_train_00578,REJECT,被删值35=60-5*5两步可恢复(题面$60、$5、five fish)
gsm_train_06520,PASS,
gsm_train_01031,PASS,
gsm_train_04750,REJECT,被删值75=25*3一步可恢复(25、three bodies of water)
gsm_train_01196,PASS,
gsm_train_07280,PASS,
gsm_train_05106,PASS,
gsm_train_04337,PASS,
gsm_train_03741,PASS,
gsm_train_05087,REJECT,"病句""reds velvet cakes""(修饰语red被复数化)"
gsm_train_07143,REJECT,"""an unspecified amount worth of tokens less""表述不自然(同square-inches-big判例)"
gsm_train_02461,PASS,
gsm_train_04737,PASS,
gsm_train_01509,PASS,
gsm_train_01956,PASS,
gsm_train_06816,PASS,
gsm_train_03678,PASS,
gsm_train_05040,PASS,
gsm_train_05874,PASS,
gsm_train_03614,PASS,
gsm_train_07331,PASS,
gsm_train_07125,REJECT,"病句""two an unspecified amount bills""(限定词冲突,同unspecified-price-sweater判例)"
gsm_train_03116,PASS,
gsm_train_03888,PASS,
gsm_train_06061,PASS,
gsm_train_02940,REJECT,被删值30=50-20一步可恢复(fifty percent、twenty percent)
gsm_train_01339,PASS,
gsm_train_03551,PASS,
